country	Turkey	39.294076	35.2316631
division	Adana	36.9863599	35.3252861
country	Italy	42.6384261	12.674297
division	Veneto	45.6476663	11.8665254
country	United Kingdom	54.7023545	-3.2765753
division	Suffolk	52.2410014	1.0465716
country	Germany	51.1638175	10.4478313
division	Rheinland-Pfalz	49.9531599	7.310646
country	Thailand	14.8971921	100.83273
division	Chonburi province	13.1857117	101.1210777
country	USA	39.7837304	-100.445882
division	Ohio	40.2253569	-82.6881395
country	China	35.000074	104.999927
division	Hubei	31.0	112.0
location	jiangan	31.443891	115.192684
location	xiling	30.7132273	111.2800777
location	xianfeng	29.7423654	108.953048
location	enshi	30.2745483	109.4833079
location	lichuan	30.244508	108.815759
location	xiangcheng	32.0118349	112.1279761
location	chongyang	29.5588253	114.0338289
location	dongbao	31.05406	112.1955767
location	wujiagang	30.646169	111.3550079
location	Qianjiang	30.4049826	112.8940372
location	duodao	30.97622	112.2024364
location	huangzhou	30.4369576	114.8750766
location	wuchang	30.5566998	114.3109847
location	hanchuan	30.6562575	113.8329583
country	Australia	-24.7761086	134.755
division	Darwin	-12.46044	130.8410469
division	Iowa	41.9216734	-93.3122705
division	South_Dakota	44.6471761	-100.348761
country	India	22.3511148	78.6677428
division	Minnesota	45.9896587	-94.6113288
division	California	36.7014631	-118.755997
division	Michigan	43.6211955	-84.6824346
division	Bayern	48.9467562	11.4038717
division	Pennsylvania	40.9699889	-77.7278831
country	Brazil	-10.3333333	-53.2
division	Sao Paulo	-23.5506507	-46.6333824
country	South Korea	36.638392	127.6961188
division	Gyeonggi	37.2884675	127.0535231
country	Japan	36.5748441	139.2394179
division	Okinawa	26.5707754	128.0255901
country	Puerto Rico	18.2247706	-66.4858295
division	San Juan	18.384239	-66.05344
division	Guizhou	27.0	107.0
country	Russia	64.6863136	97.7453061
division	Wisconsin	44.4308975	-89.6884637
division	Indiana	40.3270127	-86.1746933
division	Kerala	10.3528744	76.5120396
country	Iran	32.6475314	54.5643516
division	Jiangsu	33.0000001	119.9999999
location	Nanjing	32.0438284	118.7788631
country	France	46.603354	1.8883335
division	Auvergne-Rhone-Alpes	45.2968119	4.6604809
division	Washington	38.8950982	-77.0363849
country	Mexico	23.6585116	-102.0077097
division	Quintana Roo	19.6666671	-88.5000001
division	Nuevo Leon	26.2384363	-99.8873
division	Mexico City	19.3207722	-99.1514678
division	Baja California	30.0338923	-115.1425107
division	State of Mexico	19.4839446	-99.6899716
division	Colima	19.166667	-104.0
division	Jalisco	20.3333331	-103.6666671
division	Zacatecas	23.0916177	-102.9333954
division	Yucatan	20.6845957	-88.8755669
division	Guilin	25.2779894	110.2910622
country	Sweden	59.6749712	14.5208584
division	Uppsala	59.8586126	17.6387436
division	Baden-Wurttemberg	48.53775	9.041169
division	Oklahoma	34.9550817	-97.2684063
division	Rhode Island	41.7962409	-71.5992372
country	Chile	-31.7613365	-71.3187697
country	Canada	61.0666922	-107.991707
division	Toronto	43.6534817	-79.3839347
country	Spain	39.3260685	-4.8379791
country	Poland	52.215933	19.134422
country	Israel	30.8124247	34.8594762
country	Hungary	47.1817585	19.5060937
country	Bulgaria	42.6073975	25.4856617
division	Yancheng	33.349559	120.1577019
location	Jiangsu	33.8180541	120.4645141
division	Shanghai	31.2312707	121.4700152
division	Izmir	38.4192537	27.128469
country	Guam	13.4499943	144.7651677
division	Yigo	13.5379424	144.8984955
country	Hong Kong	22.2792968	114.1628907
country	Iraq	33.0955793	44.1749775
division	Mississippi	32.9715285	-89.7348497
country	Kazakhstan	48.1012954	66.7780818
division	Karaganda	49.1767322	74.1811272
country	Kenya	1.4419683	38.4313975
division	Kilifi	-3.1507392	39.6750716
division	PACA	43.6008636	7.0816483
location	Var, Toulon	43.1261639	5.8621155
division	Guangxi	24.0	109.0
division	Oskemen	49.9484438	82.6274791
division	New Jersey	40.0757384	-74.4041622
division	Uttar Pradesh	27.1303344	80.859666
location	Gorakhpur	26.6677977	83.3642334
division	Sydney	-33.8698439	151.2082848
country	Saudi Arabia	25.6242618	42.3528328
division	OH	40.2253569	-82.6881395
division	Manitoba	55.001251	-97.001038
division	Alberta	55.001251	-115.002136
country	New Zealand	-41.5000831	172.8344077
division	Georgia	32.3293809	-83.1137366
division	North Carolina	35.6729639	-79.0392919
country	Qatar	25.3336984	51.2295295
division	Fukushima	37.760777	140.4745807
division	Minas Gerais	-18.5264844	-44.1588654
division	Missouri	38.7604815	-92.5617875
division	Xinxiang	35.308611	114.051111
location	46 Jianshe East Road	35.3240022	113.9023306
country	Mongolia	46.8250388	103.8499736
division	Sukhbaatar	50.2358909	106.2094944
country	Viet Nam	15.9266657	107.9650855
division	Thanh Hoa	19.9781573	105.4816107
division	New York	40.7127281	-74.0060152
division	Tasmania	-42.035067	146.6366887
division	Utah	39.4225192	-111.714358
division	Yixing	31.3495972	119.817253
country	Nicaragua	12.3506436	-85.7841006
division	Riyadh	24.638916	46.7160104
division	Andalucia	37.3399964	-4.5811614
division	Oregon	43.9792797	-120.737257
division	Arizona	34.395342	-111.763275
division	Massachusetts	42.3788774	-72.032366
location	Monterrey	25.6802019	-100.315258
division	Gaoyou	32.7861134	119.4294614
division	Colorado	38.7251776	-105.607716
division	North Jeolla	35.8198999	127.109
division	Delaware	38.6920451	-75.4013315
country	Denmark	55.670249	10.3333283
division	Anhui	32.0	117.0
division	Yangzhou	32.3968554	119.4077658
division	Bangkok	13.7524938	100.4935089
location	Maricopa County, Tempe	33.4255117	-111.940016
division	Ohiggins	-25.4125358	-70.4772825
location	Pierce County	47.0022547	-122.2117983
location	King County	47.4873376	-121.8622122
division	Moscow	55.625578	37.6063916
division	BC	55.001251	-125.002441
division	Estado do Parana	-24.4842187	-51.8148872
location	Santa Helena	-24.8591735	-54.3328813
division	ChangChun	43.8844201	125.3180998
division	Aomori	40.886943	140.590121
country	Colombia	4.099917	-72.9088133
division	Kansas	38.27312	-98.5821872
division	Fujian Province	26.193218	118.2208721
location	Xiamen City	24.4801069	118.0853479
division	Shandong	36.398987	118.5055691
country	Taiwan	23.9739374	120.9820179
division	Kaohsiung	22.6203348	120.3120375
division	West Virginia	38.4758406	-80.8408415
division	District of Columbia	38.8950982	-77.0363849
division	Virginia	37.1232245	-78.4927721
division	South Dakota	44.6471761	-100.348761
division	Nevada	39.5158825	-116.853722
division	Northern Ireland	54.5859836	-6.9591554
location	Los Angeles County	34.3155072	-118.209681
division	Illinois	40.0796606	-89.4337288
country	Peru	-6.8699697	-75.0458515
division	Alaska	64.4459613	-149.680909
division	Paulding County	33.8908526	-84.8569161
location	Ohio	41.018825	-84.6976934
country	Gabon	-0.8999695	11.6899699
division	South Carolina	33.6874388	-80.4363743
division	Hainan	19.2000001	109.5999999
division	SD	44.6471761	-100.348761
division	Texas	31.2638905	-98.5456116
division	Florida	27.7567667	-81.4639835
division	Hong Kong	22.2792968	114.1628907
division	Maryland	39.5162401	-76.9382069
country	Cambodia	12.5433216	104.8144914
division	Vermont	44.5990718	-72.5002608
division	Hawaii	19.5938015	-155.4283701
division	Liaoning	41.2374106	122.9955469
division	Northern Territory	-19.8516101	133.2303375
location	Darwin	-12.46044	130.8410469
division	Hessen	50.6080651	9.0284647
division	Friuli-Venezia Giulia	46.151042	13.055904
division	New Mexico	34.5802074	-105.996047
country	Belgium	50.6402809	4.6667145
country	Philippines	12.7503486	122.7312101
division	Manila	14.5904492	120.9803621
division	Tokyo	35.6768601	139.7638947
division	Cebu	10.47	123.83
country	Nepal	28.3780464	83.9999901
division	Connecticut	41.6500201	-72.7342163
country	Bhutan	27.549511	90.5119273
division	Kamphaeng Phet	16.4183581	99.6111616
division	Milan	45.4641943	9.1896346
country	Singapore	1.357107	103.8194992
location	Tempe	33.4255117	-111.940016
country	Indonesia	-2.4833826	117.8902853
country	Netherlands	52.2434979	5.6343227
country	Bangladesh	24.4769288	90.2934413
division	Western Australia	-25.2303005	121.0187246
division	Victoria	-36.5986096	144.6780052
division	Wenzhou	27.9963899	120.695345
division	Guangdong	23.1357694	113.1982688
division	Corsica	42.188098	9.0683139
country	Pakistan	30.3308401	71.247499
country	Zambia	-14.5189121	27.5589884
division	Louisiana	30.8703881	-92.007126
country	Serbia	44.0243229	21.0765743
division	England	52.5310214	-1.2649062
country	Myanmar	17.1750495	95.9999652
division	Ontario	50.000678	-86.000977
division	North Dakota	47.6201461	-100.540737
division	Montana	47.3752671	-109.638757
division	Maine	45.709097	-68.8590201
country	Malaysia	4.5693754	102.2656823
division	Kuala Lumpur	3.1516964	101.6942371
division	Selangor	3.2083304	101.304146
division	Cloppenburg	52.8461339	8.0438783
division	Friesoythe	53.0206088	7.8592307
division	Heiden	51.8265212	6.9340589
division	Borken	51.8444777	6.8583277
division	Yokosuka	35.2814779	139.6719597
division	Pernambuco	-8.4116316	-37.5919699
division	Managua	12.1547116	-86.273725
division	Queensland	-22.1646782	144.5844903
division	New South Wales	-31.8759835	147.2869493
division	Townsville	-19.2569391	146.8239537
division	South Australia	-30.5343665	135.6301212
division	Perth	-31.9558967	115.8605784
division	Newcastle	-32.9192953	151.7795348
division	Canberra	-35.2975906	149.1012676
division	Brisbane	-27.4689623	153.0235009
division	Quebec	52.4760892	-71.8258668
division	British Columbia	55.001251	-125.002441
country	Chad	15.6134137	19.0156172
division	Ha noi	21.0283334	105.854041
country	Switzerland	46.7985624	8.2319736
division	Basel	47.5581077	7.5878261
country	Uganda	1.5333554	32.2166578
division	Yaroslavl	57.6263877	39.8933705
division	Vladimir	56.1288899	40.4075203
division	Makhachkala	42.9830241	47.5048717
division	Grozny	43.3086383	45.7065735
division	Arkansas	35.2048883	-92.4479108
division	Hokkaido	43.4519831	142.8197834
country	United Arab Emirates	24.0002488	53.9994829
division	Dubai	25.0742823	55.1885387
country	Bahrain	26.1551249	50.5344606
division	Idaho	43.6447642	-114.015407
country	State of Palestine	31.462421	34.2627215
division	Kentucky	37.5726028	-85.1551411
division	Tomsk	58.6124279	82.0475315
division	New Hampshire	43.4849133	-71.6553992
country	Egypt	26.2540493	29.2675469
division	Beijing	39.9057136	116.3912972
division	Tennessee	35.7730076	-86.2820081
division	British_Columbia	55.001251	-125.002441
location	Shanghai	31.2312707	121.4700152
division	Nebraska	41.7370229	-99.5873816
division	Saskatchewan	55.5321257	-106.141224
division	Wyoming	43.1700264	-107.568534
division	Cheongju	36.6421169	127.4891742
division	Ishikawa	36.9890574	136.8162839
division	Fukuoka	33.6251241	130.6180016
division	Kumamoto	32.6450475	130.6341345
division	Tokushima	33.9196418	134.2509634
country	Georgia	41.6808672	44.0287806
country	Czech Republic	49.7439047	15.3381061
division	Prague	50.0874654	14.4212535
division	Vsetin	49.3389775	17.9961534
division	Usti nad Labem	50.6603327	14.0381357
division	Ceske Budejovice	48.9747357	14.474285
division	Liberec	50.7702648	15.0583947
division	Mlada Boleslav	50.4116187	14.9031301
division	Rio de Janeiro	-22.9110137	-43.2093727
location	Rio de Janeiro	-22.9110137	-43.2093727
division	Santa Catarina	-27.0628367	-51.114965
location	Florianópolis	-27.5973002	-48.5496098
division	São Paulo	-23.5506507	-46.6333824
location	Campinas	-22.9056391	-47.059564
division	Distrito Federal	-15.7754462	-47.7970891
location	Brasília	-15.7939869	-47.8828
division	Bahia	-12.285251	-41.9294776
location	Salvador	-12.9822499	-38.4812772
division	Amazonas	-3.4168	-65.8561
location	Manaus	-3.1316333	-59.9825041
division	Nakorn Pathum province	13.8199	100.0673
location	xianan	29.8414	114.3279
division	Mazandran	36.566	52.6766
division	Primorskyi krai	44.2716	133.0471
location	Vladivostok	43.1150678	131.8855768
division	Ad Dawhah	25.285436	51.530969
division	Hospital for Tropical Diseases	13.7524938	100.4935089
location	Bangkok	13.7524938	100.4935089
division	Puebla	18.833333	-98.0
division	Morelos	18.75	-99.0
division	Tabasco	17.9999288	-92.6681659
country	South Africa	-28.8166236	24.991639
country	Greece	38.9953683	21.9877132
country	Comoros	-12.2045176	44.2832964
division	Ngazidja	-11.6525687	43.3309706
division	Jilin	43.7289674	126.1997366
location	Changchun	43.8844844	125.3181675
location	Snohomish County	48.0074736	-121.7304882
division	KCH	-4.0581303	39.6653409
division	Matsangoni	-3.4	39.9333
division	Pingilikani	-3.7830896	39.7758505
division	Soroti	1.787906	33.5007314
division	Mbale	0.9765706	34.2021869
division	Jinja	0.5751567	33.2805299
division	WA	47.2868352	-120.212613
division	Jiangxi	28.0	116.0
division	Leipzig	51.3406321	12.3747329
division	Wuhan	30.578891	114.2921197
country	Ghana	8.0300284	-1.0800271
division	Upper West Region	10.3669525	-2.0921426
division	Ashanti Region	6.8003319	-1.5188142
division	Greater Accra Region	5.8101532	0.0995242
division	Upper East Region	10.8070481	-0.6870286
division	Hebei	39.0000001	116.0
division	TEXAS	31.2638905	-98.5456116
country	Cameroon	4.6125522	13.1535811
division	Pune	18.5213738	73.8545071
division	Osmanabad	18.2822454	76.0588166
division	Sangli	17.1726928	74.5867654
location	Ribeirão Preto	-21.1776315	-47.8100983
location	São Paulo	-23.5506507	-46.6333824
location	São José dos Campos	-23.1867782	-45.8854538
division	Mtondia	-3.4167	39.9833
division	Gyeonbuk	36.576018	128.505671
division	Brong Ahafo Region	7.9306	-1.5797
location	Maternal and Child Health Hospital of Hubei Province,Wuhan	30.5928	114.3052
division	Ebolowa	2.9002	11.1522
division	Guangdong-Nanhai	23.0263	113.1413
division	Nordhein-Westfalen	51.4332	7.6616
division	Birobidzhan	48.7939	132.9228
division	Guanajuato	20.9876996	-101.0
division	Alabama	33.2588817	-86.8295337
division	Inner Mongolia	43.2443242	114.3251664
location	Hulunbuir	49.2125235	119.7370167
division	wuhan	30.5928	114.3055
location	child hospital,Hubei	30.5928	114.3055
location	Kitsap County	47.6073	-122.6651
division	Mavueni	-3.5032	39.8511
